D1S1656
9	0.028254
10	0.049889
11	0.095706
12	0.118359
13	0.077379
14	0.097487
15	0.124468
15.4	0.001000
16	0.065416
16.4	0.001000
17	0.051162
18	0.054216
19	0.025199
20	0.015527
21	0.003309
22	0.001273
23	0.001000

D16S539
5	0.001000
7	0.001000
8	0.049386
9	0.155416
10	0.091516
10.1	0.001000
11	0.301358
12	0.236047
13	0.133041
14	0.027616
15	0.00262

D17S906
328	0.001000
333	0.001000
334	0.001000
335	0.002719
336	0.003626
338	0.012691
339	0.001000
340	0.003626
342	0.043512
345	0.006346
346	0.03626
349	0.010878
350	0.047138
351	0.001000
352	0.009972
353	0.038073
354	0.042606
355	0.002719
356	0.034447
357	0.033541
358	0.032634
359	0.013598
360	0.003626
361	0.07524
362	0.015411
363	0.014504
364	0.001000
365	0.045325
366	0.009065
367	0.017224
369	0.048045
370	0.010878
371	0.014504
373	0.028102
374	0.002719
375	0.009972
376	0.008159
377	0.017224
379	0.003626
380	0.001813
381	0.006346
383	0.001813
385	0.001813
387	0.002719
389	0.002719
393	0.004533
395	0.004533
396	0.001000
397	0.024476
399	0.012691
401	0.014504
403	0.014504
405	0.022663
407	0.011785
409	0.044419
410	0.001000
411	0.004533
413	0.047138
414	0.001000
415	0.004533
417	0.038073
419	0.001813
421	0.009065
423	0.001813
425	0.006346
427	0.001000
429	0.004532
433	0.001813
435	0.001000

D17S1301
9	0.005
10	0.018
11	0.113
11.3	0.002
12	0.521
13	0.283
14	0.053
15	0.005

D18S51
10	0.001212
10.2	0.00303
11	0.00606
11.2	0.001000
12	0.069484
12.2	0.00404
13	0.058374
13.2	0.004646
14	0.076957
14.2	0.001616
15	0.130686
15.2	0.00404
16	0.139169
16.2	0.017371
16.3	0.001000
17	0.149269
17.2	0.014341
18	0.119576
18.2	0.001000
19	0.104629
19.2	0.00101
20	0.053527
21	0.025854
22	0.009291
23	0.001818
24	0.001000

D18S1364
11	0.001998
12	0.091908
13	0.084915
14	0.106893
15	0.128871
16	0.085914
17	0.154845
18	0.21079
19	0.113886
20	0.015984
21	0.003996

D19S253
5	0.001998
6	0.017982
7	0.177822
8	0.073926
9	0.052947
10	0.050949
11	0.110889
12	0.265735
13	0.200799
14	0.03996
15	0.004995
16	0.001998

D19S433
6	0.001000
7	0.001000
8	0.001000
9	0.001809
10	0.005828
10.2	0.001000
11	0.036979
11.2	0.001000
12	0.148318
12.2	0.015274
13	0.240967
13.2	0.047832
14	0.246795
14.2	0.058885
15	0.07637
15.2	0.04964
16	0.031553
16.2	0.025524
17	0.001407
17.1	0.001000
17.2	0.003819
18	0.001000
18.2	0.001000
19	0.001000

D20S482
9	0.021
10	0.009
11	0.026
12	0.046
13	0.187
14	0.484
15	0.162
16	0.065

D21S11
24.3	0.004801
25	0.001000
25.3	0.001000
26	0.001011
26.3	0.001000
27	0.034616
28	0.138715
29	0.235488
30	0.259238
30.2	0.006317
31	0.069484
31.2	0.052302
32	0.010107
32.2	0.074537
33	0.002779
33.1	0.001000
33.2	0.031331
34	0.015918
34.2	0.00758
35	0.031584
35.2	0.001000
36	0.012381
36.3	0.001000
37	0.004548
38	0.001263

D21S2055
14.1	0.003984
16.1	0.00498
19.1	0.018924
20.1	0.001992
23	0.001992
24	0.031873
25	0.054781
26	0.047809
26.1	0.001992
27	0.001992
27.1	0.001992
28	0.00498
29	0.055777
29.1	0.001992
30	0.087649
31	0.11255
32	0.207171
33	0.172311
34	0.11255
35	0.041833
36	0.008964
37	0.015936
38	0.003984
39	0.001992

Penta D
2.2	0.10318
3.2	0.010928
5	0.012707
6	0.013469
6.4	0.001000
7	0.047524
8	0.095556
9	0.135201
10	0.192383
11	0.143334
12	0.118174
13	0.065314
14	0.048286
15	0.009657
16	0.002287
17	0.001000

D22GATA198B05
15	0.007
16	0.121
17	0.185
18	0.067
19	0.167
20	0.217
21	0.146
22	0.076
23	0.012
25	0.002

D22S1045
8	0.001000
9	0.001000
10	0.021828
11	0.112172
12	0.06407
13	0.016371
14	0.055379
14.2	0.001000
15	0.342177
16	0.236472
17	0.133192
18	0.011318
19	0.002021
20	0.001000
21	0.001000
